views,comments,shares,likes,duration,captions,hashtags,created_at,created_day,created_month,created_year,tokenized_captions,filtered_captions,caption_length,split_hashtags
3624,129,441,571,23,foryoupage foryou trend viral,"foryoupage, foryou, trend, viral",2020-06-14,Sunday,June,2020,"['foryoupage', 'foryou', 'trend', 'viral']","['foryoupage', 'foryou', 'trend', 'viral']",29,"['foryoupage', 'foryou', 'trend', 'viral']"
4689,281,1855,692,15,Taggate il vostro compagno di giochi nopressure ps5 foryoupage foryou,"nopressure, ps5, foryoupage, foryou",2020-06-13,Saturday,June,2020,"['Taggate', 'il', 'vostro', 'compagno', 'di', 'giochi', 'nopressure', 'ps5', 'foryoupage', 'foryou']","['Taggate', 'il', 'vostro', 'compagno', 'di', 'giochi', 'nopressure', 'ps5', 'foryoupage', 'foryou']",69,"['nopressure', 'ps5', 'foryoupage', 'foryou']"
3607,204,276,574,14,NON FATELO FLOPPARE CI HO MESSO UN PO GRAZIE greenscreenforyoupage foryou,"greenscreen, foryoupage, foryou",2020-06-13,Saturday,June,2020,"['NON', 'FATELO', 'FLOPPARE', 'CI', 'HO', 'MESSO', 'UN', 'PO', 'GRAZIE', 'greenscreenforyoupage', 'foryou']","['NON', 'FATELO', 'FLOPPARE', 'CI', 'HO', 'MESSO', 'UN', 'PO', 'GRAZIE', 'greenscreenforyoupage', 'foryou']",73,"['greenscreen', 'foryoupage', 'foryou']"
1477,91,381,229,11,Taggate un vostro compagno foryoupage foryou school,"foryoupage, foryou, school",2020-06-12,Friday,June,2020,"['Taggate', 'un', 'vostro', 'compagno', 'foryoupage', 'foryou', 'school']","['Taggate', 'un', 'vostro', 'compagno', 'foryoupage', 'foryou', 'school']",51,"['foryoupage', 'foryou', 'school']"
4744,152,1308,765,12,Taggate il vostro amico da rissa nopressure foryoupage foryou,"nopressure, foryoupage, foryou",2020-06-12,Friday,June,2020,"['Taggate', 'il', 'vostro', 'amico', 'da', 'rissa', 'nopressure', 'foryoupage', 'foryou']","['Taggate', 'il', 'vostro', 'amico', 'da', 'rissa', 'nopressure', 'foryoupage', 'foryou']",61,"['nopressure', 'foryoupage', 'foryou']"
2031,542,16,252,5,duetto con samuellopez foryoupage foryou,"duetto, foryoupage, foryou",2020-06-12,Friday,June,2020,"['duetto', 'con', 'samuellopez', 'foryoupage', 'foryou']","['duetto', 'con', 'samuellopez', 'foryoupage', 'foryou']",40,"['duetto', 'foryoupage', 'foryou']"
2716,80,361,413,9,clonesquad nopressure foryoupage foryou,"clonesquad, nopressure, foryoupage, foryou",2020-06-11,Thursday,June,2020,"['clonesquad', 'nopressure', 'foryoupage', 'foryou']","['clonesquad', 'nopressure', 'foryoupage', 'foryou']",39,"['clonesquad', 'nopressure', 'foryoupage', 'foryou']"
2723,122,250,439,15,foryoupage duetto foryou,"foryoupage, duetto, foryou",2020-06-11,Thursday,June,2020,"['foryoupage', 'duetto', 'foryou']","['foryoupage', 'duetto', 'foryou']",24,"['foryoupage', 'duetto', 'foryou']"
1469,121,1309,248,15,Taggate il vostro amico secchione clonesquad foryoupage viral,"clonesquad, foryoupage, viral",2020-06-11,Thursday,June,2020,"['Taggate', 'il', 'vostro', 'amico', 'secchione', 'clonesquad', 'foryoupage', 'viral']","['Taggate', 'il', 'vostro', 'amico', 'secchione', 'clonesquad', 'foryoupage', 'viral']",61,"['clonesquad', 'foryoupage', 'viral']"
2675,116,447,312,15,duetto con helloitsleti,duetto,2020-06-10,Wednesday,June,2020,"['duetto', 'con', 'helloitsleti']","['duetto', 'con', 'helloitsleti']",23,['duetto']
4452,229,3482,73,15,nopressure foryoupage foryou viral,"nopressure, foryoupage, foryou, viral",2020-06-10,Wednesday,June,2020,"['nopressure', 'foryoupage', 'foryou', 'viral']","['nopressure', 'foryoupage', 'foryou', 'viral']",34,"['nopressure', 'foryoupage', 'foryou', 'viral']"
4177,74,332,585,12,foryoupage foryou viral,"foryoupage, foryou, viral",2020-06-10,Wednesday,June,2020,"['foryoupage', 'foryou', 'viral']","['foryoupage', 'foryou', 'viral']",23,"['foryoupage', 'foryou', 'viral']"
704,266,2724,1002,11,Avete mai bloccato la ciabatta di vostra madreforyoupage foryou viral,"foryoupage, foryou, viral",2020-06-09,Tuesday,June,2020,"['Avete', 'mai', 'bloccato', 'la', 'ciabatta', 'di', 'vostra', 'madreforyoupage', 'foryou', 'viral']","['Avete', 'mai', 'bloccato', 'la', 'ciabatta', 'di', 'vostra', 'madreforyoupage', 'foryou', 'viral']",69,"['foryoupage', 'foryou', 'viral']"
5324,100,1093,73,13,foryoupage foryou viral,"foryoupage, foryou, viral",2020-06-09,Tuesday,June,2020,"['foryoupage', 'foryou', 'viral']","['foryoupage', 'foryou', 'viral']",23,"['foryoupage', 'foryou', 'viral']"
6657,373,1461,974,14,ciseicifai nopressure foryoupage foryou ghaliofficial,"ciseicifai, nopressure, foryoupage, foryou",2020-06-08,Monday,June,2020,"['ciseicifai', 'nopressure', 'foryoupage', 'foryou', 'ghaliofficial']","['ciseicifai', 'nopressure', 'foryoupage', 'foryou', 'ghaliofficial']",53,"['ciseicifai', 'nopressure', 'foryoupage', 'foryou']"
1069,60,31,133,6,Questa  per te george spero che adesso sei in un posto migliore  la canzone  di mio fratello youngdudu0 foryoupage foryou viral,"foryoupage, foryou, viral",2020-06-08,Monday,June,2020,"['Questa', 'per', 'te', 'george', 'spero', 'che', 'adesso', 'sei', 'in', 'un', 'posto', 'migliore', 'la', 'canzone', 'di', 'mio', 'fratello', 'youngdudu0', 'foryoupage', 'foryou', 'viral']","['Questa', 'per', 'te', 'george', 'spero', 'che', 'adesso', 'sei', 'un', 'posto', 'migliore', 'la', 'canzone', 'di', 'mio', 'fratello', 'youngdudu0', 'foryoupage', 'foryou', 'viral']",127,"['foryoupage', 'foryou', 'viral']"
1252,49,154,153,7,foryoupage foryou viral,"foryoupage, foryou, viral",2020-06-07,Sunday,June,2020,"['foryoupage', 'foryou', 'viral']","['foryoupage', 'foryou', 'viral']",23,"['foryoupage', 'foryou', 'viral']"
5838,317,2983,806,11,Taggate l vostro crushnopressure foryoupage foryou viral,"nopressure, foryoupage, foryou, viral",2020-06-07,Sunday,June,2020,"['Taggate', 'l', 'vostro', 'crushnopressure', 'foryoupage', 'foryou', 'viral']","['Taggate', 'l', 'vostro', 'crushnopressure', 'foryoupage', 'foryou', 'viral']",56,"['nopressure', 'foryoupage', 'foryou', 'viral']"
3533,223,1402,58,53,Ci ho messo una vita non fatelo floppare fumagalli foryoupage foryou viral,"fumagalli, foryoupage, foryou, viral",2020-06-06,Saturday,June,2020,"['Ci', 'ho', 'messo', 'una', 'vita', 'non', 'fatelo', 'floppare', 'fumagalli', 'foryoupage', 'foryou', 'viral']","['Ci', 'ho', 'messo', 'una', 'vita', 'non', 'fatelo', 'floppare', 'fumagalli', 'foryoupage', 'foryou', 'viral']",74,"['fumagalli', 'foryoupage', 'foryou', 'viral']"
199,53,370,305,12,foryoupage foryou crush,"foryoupage, foryou, crush",2020-06-06,Saturday,June,2020,"['foryoupage', 'foryou', 'crush']","['foryoupage', 'foryou', 'crush']",23,"['foryoupage', 'foryou', 'crush']"
3471,530,1506,431,6,duetto con williamstwins foryoupage foryou,"duetto, foryoupage, foryou",2020-06-05,Friday,June,2020,"['duetto', 'con', 'williamstwins', 'foryoupage', 'foryou']","['duetto', 'con', 'williamstwins', 'foryoupage', 'foryou']",42,"['duetto', 'foryoupage', 'foryou']"
2522,72,349,291,6,Ditemi che non capita solo a me mamma foryoupage foryou,"mamma, foryoupage, foryou",2020-06-05,Friday,June,2020,"['Ditemi', 'che', 'non', 'capita', 'solo', 'a', 'me', 'mamma', 'foryoupage', 'foryou']","['Ditemi', 'che', 'non', 'capita', 'solo', 'mamma', 'foryoupage', 'foryou']",55,"['mamma', 'foryoupage', 'foryou']"
166,593,151,284,10,Commentate con no al razzismo greenscreen george noalrazzismo foryoupage foryou,"greenscreen, george, noalrazzismo, foryoupage, foryou",2020-06-05,Friday,June,2020,"['Commentate', 'con', 'no', 'al', 'razzismo', 'greenscreen', 'george', 'noalrazzismo', 'foryoupage', 'foryou']","['Commentate', 'con', 'al', 'razzismo', 'greenscreen', 'george', 'noalrazzismo', 'foryoupage', 'foryou']",79,"['greenscreen', 'george', 'noalrazzismo', 'foryoupage', 'foryou']"
4545,108,309,651,12,foryoupage foryou prigione foto,"foryoupage, foryou, prigione, foto",2020-06-05,Friday,June,2020,"['foryoupage', 'foryou', 'prigione', 'foto']","['foryoupage', 'foryou', 'prigione', 'foto']",31,"['foryoupage', 'foryou', 'prigione', 'foto']"
2068,62,561,355,14,foryoupage foryou macchina frash,"foryoupage, foryou, macchina, frash",2020-06-04,Thursday,June,2020,"['foryoupage', 'foryou', 'macchina', 'frash']","['foryoupage', 'foryou', 'macchina', 'frash']",32,"['foryoupage', 'foryou', 'macchina', 'frash']"
1125,91,56,153,11,greenscreen foryoupage foryou ,"greenscreen, foryoupage, foryou",2020-06-04,Thursday,June,2020,"['greenscreen', 'foryoupage', 'foryou']","['greenscreen', 'foryoupage', 'foryou']",30,"['greenscreen', 'foryoupage', 'foryou']"
1118,72,100,129,5,La persona dopo  ti deve un gelato foryoupage foryou cantina,"foryoupage, foryou, cantina",2020-06-04,Thursday,June,2020,"['La', 'persona', 'dopo', 'ti', 'deve', 'un', 'gelato', 'foryoupage', 'foryou', 'cantina']","['La', 'persona', 'dopo', 'ti', 'deve', 'un', 'gelato', 'foryoupage', 'foryou', 'cantina']",60,"['foryoupage', 'foryou', 'cantina']"
1391,138,409,183,6,Incredibile ci hanno azzeccato di nuovo greenscreen simpsons foryoupage georgefloyd,"greenscreen, simpsons, foryoupage, georgefloyd",2020-06-03,Wednesday,June,2020,"['Incredibile', 'ci', 'hanno', 'azzeccato', 'di', 'nuovo', 'greenscreen', 'simpsons', 'foryoupage', 'georgefloyd']","['Incredibile', 'ci', 'hanno', 'azzeccato', 'di', 'nuovo', 'greenscreen', 'simpsons', 'foryoupage', 'georgefloyd']",83,"['greenscreen', 'simpsons', 'foryoupage', 'georgefloyd']"
1724,157,391,224,7,foryoupage salvini foryou,"foryoupage, salvini, foryou",2020-06-03,Wednesday,June,2020,"['foryoupage', 'salvini', 'foryou']","['foryoupage', 'salvini', 'foryou']",25,"['foryoupage', 'salvini', 'foryou']"
8228,2717,1778,1019,12,Commentate con  no al razzismo se vi va greenscreen foryoupage foryou america georgefloyd,"greenscreen, foryoupage, foryou, america, georgefloyd",2020-06-03,Wednesday,June,2020,"['Commentate', 'con', 'no', 'al', 'razzismo', 'se', 'vi', 'va', 'greenscreen', 'foryoupage', 'foryou', 'america', 'georgefloyd']","['Commentate', 'con', 'al', 'razzismo', 'se', 'vi', 'va', 'greenscreen', 'foryoupage', 'foryou', 'america', 'georgefloyd']",89,"['greenscreen', 'foryoupage', 'foryou', 'america', 'georgefloyd']"
1283,50,108,161,5,Vi  mai capitato mamma foryoupage foryou,"mamma, foryoupage, foryou",2020-06-02,Tuesday,June,2020,"['Vi', 'mai', 'capitato', 'mamma', 'foryoupage', 'foryou']","['Vi', 'mai', 'capitato', 'mamma', 'foryoupage', 'foryou']",40,"['mamma', 'foryoupage', 'foryou']"
2961,177,469,524,14,distorto mamma foryoupage foryou,"distorto, mamma, foryoupage, foryou",2020-06-02,Tuesday,June,2020,"['distorto', 'mamma', 'foryoupage', 'foryou']","['distorto', 'mamma', 'foryoupage', 'foryou']",32,"['distorto', 'mamma', 'foryoupage', 'foryou']"
1775,132,1095,267,8,foryoupage foryou cantina,"foryoupage, foryou, cantina",2020-06-02,Tuesday,June,2020,"['foryoupage', 'foryou', 'cantina']","['foryoupage', 'foryou', 'cantina']",25,"['foryoupage', 'foryou', 'cantina']"
2228,86,343,326,7,nopressure foryoupage foryou,"nopressure, foryoupage, foryou",2020-06-01,Monday,June,2020,"['nopressure', 'foryoupage', 'foryou']","['nopressure', 'foryoupage', 'foryou']",28,"['nopressure', 'foryoupage', 'foryou']"
2199,98,648,365,14,Sad story foryoupage foryou duetto,"foryoupage, foryou, duetto",2020-06-01,Monday,June,2020,"['Sad', 'story', 'foryoupage', 'foryou', 'duetto']","['Sad', 'story', 'foryoupage', 'foryou', 'duetto']",34,"['foryoupage', 'foryou', 'duetto']"
1343,136,90,177,13,Grazie di tutto fratelli  finalmente 100kforyou foryoupage 100kfollowers,"foryou, foryoupage, 100kfollowers",2020-06-01,Monday,June,2020,"['Grazie', 'di', 'tutto', 'fratelli', 'finalmente', '100kforyou', 'foryoupage', '100kfollowers']","['Grazie', 'di', 'tutto', 'fratelli', 'finalmente', '100kforyou', 'foryoupage', '100kfollowers']",72,"['foryou', 'foryoupage', '100kfollowers']"
3508,84,1182,548,30,foryoupage foryou fumagalli da guardare fino alla fine hahaha,"foryoupage, foryou, fumagalli",2020-05-31,Sunday,May,2020,"['foryoupage', 'foryou', 'fumagalli', 'da', 'guardare', 'fino', 'alla', 'fine', 'hahaha']","['foryoupage', 'foryou', 'fumagalli', 'da', 'guardare', 'fino', 'alla', 'fine', 'hahaha']",61,"['foryoupage', 'foryou', 'fumagalli']"
5501,411,875,836,15,Chi siete tra questi migliaiadime foryou school foryoupage,"migliaiadime, foryou, school, foryoupage",2020-05-31,Sunday,May,2020,"['Chi', 'siete', 'tra', 'questi', 'migliaiadime', 'foryou', 'school', 'foryoupage']","['Chi', 'siete', 'tra', 'questi', 'migliaiadime', 'foryou', 'school', 'foryoupage']",58,"['migliaiadime', 'foryou', 'school', 'foryoupage']"
1456,64,244,202,13,checcozalone foryoupage foryou,"checcozalone, foryoupage, foryou",2020-05-30,Saturday,May,2020,"['checcozalone', 'foryoupage', 'foryou']","['checcozalone', 'foryoupage', 'foryou']",30,"['checcozalone', 'foryoupage', 'foryou']"
2901,155,442,494,14,taggate il vostro compagno di banco foryoupage foryou school prof,"foryoupage, foryou, school, prof",2020-05-30,Saturday,May,2020,"['taggate', 'il', 'vostro', 'compagno', 'di', 'banco', 'foryoupage', 'foryou', 'school', 'prof']","['taggate', 'il', 'vostro', 'compagno', 'di', 'banco', 'foryoupage', 'foryou', 'school', 'prof']",65,"['foryoupage', 'foryou', 'school', 'prof']"
2493,277,437,394,9,La persona dopo la  vi deve un meno al mc foryoupage foryour,"foryoupage, foryour",2020-05-29,Friday,May,2020,"['La', 'persona', 'dopo', 'la', 'vi', 'deve', 'un', 'meno', 'al', 'mc', 'foryoupage', 'foryour']","['La', 'persona', 'dopo', 'la', 'vi', 'deve', 'un', 'meno', 'al', 'mc', 'foryoupage', 'foryour']",60,"['foryoupage', 'foryour']"
1499,295,1041,239,10,La persona che esce dopo la  vi deve un kebab nopressure foryoupage foryour,"nopressure, foryoupage, foryour",2020-05-29,Friday,May,2020,"['La', 'persona', 'che', 'esce', 'dopo', 'la', 'vi', 'deve', 'un', 'kebab', 'nopressure', 'foryoupage', 'foryour']","['La', 'persona', 'che', 'esce', 'dopo', 'la', 'vi', 'deve', 'un', 'kebab', 'nopressure', 'foryoupage', 'foryour']",75,"['nopressure', 'foryoupage', 'foryour']"
4877,141,544,504,9,Neanche dio ci crede greenscreen foryoupage foryou,"greenscreen, foryoupage, foryou",2020-05-28,Thursday,May,2020,"['Neanche', 'dio', 'ci', 'crede', 'greenscreen', 'foryoupage', 'foryou']","['Neanche', 'dio', 'ci', 'crede', 'greenscreen', 'foryoupage', 'foryou']",50,"['greenscreen', 'foryoupage', 'foryou']"
1100000,566,8871,1416,13,nopressure foryoupage foryou,"nopressure, foryoupage, foryou",2020-05-28,Thursday,May,2020,"['nopressure', 'foryoupage', 'foryou']","['nopressure', 'foryoupage', 'foryou']",28,"['nopressure', 'foryoupage', 'foryou']"
1414,57,227,197,7,nopressure foryoupage foryou,"nopressure, foryoupage, foryou",2020-05-27,Wednesday,May,2020,"['nopressure', 'foryoupage', 'foryou']","['nopressure', 'foryoupage', 'foryou']",28,"['nopressure', 'foryoupage', 'foryou']"
5886,401,1811,871,8,horror foryoupage foryou,"horror, foryoupage, foryou",2020-05-27,Wednesday,May,2020,"['horror', 'foryoupage', 'foryou']","['horror', 'foryoupage', 'foryou']",24,"['horror', 'foryoupage', 'foryou']"
1566,92,235,256,15,Di cosa avete paura voi nopressure migliaiadime foryoupage foryou ragni,"nopressure, migliaiadime, foryoupage, foryou, ragni",2020-05-26,Tuesday,May,2020,"['Di', 'cosa', 'avete', 'paura', 'voi', 'nopressure', 'migliaiadime', 'foryoupage', 'foryou', 'ragni']","['Di', 'cosa', 'avete', 'paura', 'voi', 'nopressure', 'migliaiadime', 'foryoupage', 'foryou', 'ragni']",71,"['nopressure', 'migliaiadime', 'foryoupage', 'foryou', 'ragni']"
3207,440,601,457,15,foryoupage foryou napoli,"foryoupage, foryou, napoli",2020-05-26,Tuesday,May,2020,"['foryoupage', 'foryou', 'napoli']","['foryoupage', 'foryou', 'napoli']",24,"['foryoupage', 'foryou', 'napoli']"
500,255,5912,68,12,Chi  la vostra prof preferita prof foryoupage foryou,"prof, foryoupage, foryou",2020-05-25,Monday,May,2020,"['Chi', 'la', 'vostra', 'prof', 'preferita', 'prof', 'foryoupage', 'foryou']","['Chi', 'la', 'vostra', 'prof', 'preferita', 'prof', 'foryoupage', 'foryou']",52,"['prof', 'foryoupage', 'foryou']"
2017,93,440,26,7,foryoupage foryou,"foryoupage, foryou",2020-05-25,Monday,May,2020,"['foryoupage', 'foryou']","['foryoupage', 'foryou']",17,"['foryoupage', 'foryou']"
2171,109,152,261,11,foryoupage foryou,"foryoupage, foryou",2020-05-25,Monday,May,2020,"['foryoupage', 'foryou']","['foryoupage', 'foryou']",17,"['foryoupage', 'foryou']"
1500000,744,459,1622,15,Tu quale sei foryoupage foryou quarentena school,"foryoupage, foryou, quarentena, school",2020-05-24,Sunday,May,2020,"['Tu', 'quale', 'sei', 'foryoupage', 'foryou', 'quarentena', 'school']","['Tu', 'quale', 'sei', 'foryoupage', 'foryou', 'quarentena', 'school']",48,"['foryoupage', 'foryou', 'quarentena', 'school']"
4711,143,2446,641,21,foryoupage foryou amadeopreziosi ameprecious,"foryoupage, foryou, amadeopreziosi",2020-05-23,Saturday,May,2020,"['foryoupage', 'foryou', 'amadeopreziosi', 'ameprecious']","['foryoupage', 'foryou', 'amadeopreziosi', 'ameprecious']",44,"['foryoupage', 'foryou', 'amadeopreziosi']"
6372,442,1468,744,10,Vediamo un po chi  il pi tosto tra i commenti foryoupage foryou,"foryoupage, foryou",2020-05-23,Saturday,May,2020,"['Vediamo', 'un', 'po', 'chi', 'il', 'pi', 'tosto', 'tra', 'i', 'commenti', 'foryoupage', 'foryou']","['Vediamo', 'un', 'po', 'chi', 'il', 'pi', 'tosto', 'tra', 'commenti', 'foryoupage', 'foryou']",63,"['foryoupage', 'foryou']"
7159,344,2495,817,9,foryoupage foryou fortnite,"foryoupage, foryou, fortnite",2020-05-22,Friday,May,2020,"['foryoupage', 'foryou', 'fortnite']","['foryoupage', 'foryou', 'fortnite']",26,"['foryoupage', 'foryou', 'fortnite']"
6002,369,348,799,37,NON FATELO FLOPPARE CI HO MESSO UNA VITA foryoupage foryou ameprecious,"foryoupage, foryou",2020-05-21,Thursday,May,2020,"['NON', 'FATELO', 'FLOPPARE', 'CI', 'HO', 'MESSO', 'UNA', 'VITA', 'foryoupage', 'foryou', 'ameprecious']","['NON', 'FATELO', 'FLOPPARE', 'CI', 'HO', 'MESSO', 'UNA', 'VITA', 'foryoupage', 'foryou', 'ameprecious']",70,"['foryoupage', 'foryou']"
7777,331,5876,975,13,clonesquad foryoupage foryou,"clonesquad, foryoupage, foryou",2020-05-21,Thursday,May,2020,"['clonesquad', 'foryoupage', 'foryou']","['clonesquad', 'foryoupage', 'foryou']",28,"['clonesquad', 'foryoupage', 'foryou']"
3875,114,477,69,13,foryoupage foryou,"foryoupage, foryou",2020-05-20,Wednesday,May,2020,"['foryoupage', 'foryou']","['foryoupage', 'foryou']",17,"['foryoupage', 'foryou']"
1926,98,184,242,7,E sempre una tristezza finire una serie foryoupage foryou netflix,"foryoupage, foryou, netflix",2020-05-20,Wednesday,May,2020,"['E', 'sempre', 'una', 'tristezza', 'finire', 'una', 'serie', 'foryoupage', 'foryou', 'netflix']","['E', 'sempre', 'una', 'tristezza', 'finire', 'una', 'serie', 'foryoupage', 'foryou', 'netflix']",65,"['foryoupage', 'foryou', 'netflix']"
