views,comments,shares,likes,duration,captions,hashtags,created_at
"2,700,000",3٫348,8٫57,307٫4,15,Taggate un player #foryoupage #foryou #comic #ironia #comedy #playstation #player,"foryoupage, foryou, comic, ironia, comedy, playstation, player",8/11/2020
202٫1,162,163,23٫9,9,Sono andato meglio io#duetto con @tonylopez #foryoupage #foryou #comic #ironia #comedy,"duetto, foryoupage, foryou, comic, ironia, comedy",8/10/2020
204,79,303,27٫1,7,Tagga un amico che non prendere mai la patente #foryoupage #foryou #comic #ironia #comedy #patente,"foryoupage, foryou, comic, ironia, comedy, patente",8/10/2020
239,92,358,37٫1,11,Tagga un tuo amico #nopressure #foryoupage #foryou #comic #ironia #comedy #6ix9ine,"nopressure, foryoupage, foryou, comic, ironia, comedy, 6ix9ine",8/9/2020
169٫7,391,633,26٫2,10,La 2 persona dopo la @ ti deve purtare a cena fuori #greenscreen #foryoupage #foryou #comic #ironia @wandoo,"greenscreen, foryoupage, foryou, comic, ironia",8/9/2020
502٫9,687,799,74,8,La persona dopo la @ è un cane #foryoupage #foryou #comic #ironia #comedy #comic,"foryoupage, foryou, comic, ironia, comedy, comic",8/9/2020
559٫6,225,506,68٫2,10,Tagga un tuo compagno #foryoupage #foryou #ironia #comic #comedy #tiktok,"foryoupage, foryou, ironia, comic, comedy, tiktok",8/8/2020
157٫8,77,66,18٫2,10,#duetto con @kingpelato conclusione della catena 😭😭🎉🎉🎉❤️,duetto,8/8/2020
629٫9,674,640,82٫7,10,Tagga il tuo tiktoker preferito vediamo se ti risponde #nopressure #autoironia #foryoupage #foryou #amici #ironia #comic,"nopressure, autoironia, foryoupage, foryou, amici, ironia, comic",8/8/2020
"3,100,000",2٫429,12٫2,399٫5,10,Tagga un tuo compagno di classe #nopressure #comedy #autoironia #foryoupage #foryou #amici,"nopressure, comedy, autoironia, foryoupage, foryou, amici",8/7/2020
622٫8,547,1٫274,99٫3,11,La persona dopo la @ è un barbone #foryoupage #comedy #ironia #comic,"foryoupage, comedy, ironia, comic",8/7/2020
"1,000,000",448,2٫379,171٫5,54,Ci ho messo una vita ha farlo ma n’è valsa la pena #fbi #foryoupage #comedy #ironia #comic #duetto #foryou,"fbi, foryoupage, comedy, ironia, comic, duetto, foryou",8/6/2020
205,253,96,30٫9,8,La persona dopo la @ è tuo sorella #foryoupage #comedy #ironia #comic,"foryoupage, comedy, ironia, comic",8/6/2020
253٫9,780,426,34٫3,6,La persona dopo la @ è tua madre #duetto con @nicoleisgod #foryou #duetto #foryoupage #comedy #ironia,"duetto, foryou, duetto, foryoupage, comedy, ironia",8/5/2020
644٫1,553,784,95٫8,11,La persona dopo la @ ti nasconde qualcosa #greenscreen #foryoupage #foryou #comedy #ironia,"greenscreen, foryoupage, foryou, comedy, ironia",8/5/2020
479٫4,565,475,87٫8,9,Tagga il tuo YouTuber preferito #foryou #foryoupage #youtube #comedy #comic,"foryou, foryoupage, youtube, comedy, comic",8/5/2020
341٫6,630,70,56٫1,11,Vi piacciono ?#greenscreen #foryou #foryoupage #photography #tiktok,"greenscreen, foryou, foryoupage, photography, tiktok",8/4/2020
435,308,1٫063,46٫8,7,Tagga il tuo migliore amico #foryou #foryoupage #comic #ironia,"foryou, foryoupage, comic, ironia",8/4/2020
589,365,1٫393,88٫4,9,La persona dopo la @ ti deve un fiore #nopressure #foryou #foryoupage #comic #ironia#polizia #carabinieri,"nopressure, foryou, foryoupage, comic, ironia, polizia, carabinieri",8/4/2020
707٫5,438,65,110٫4,7,Spero di esserlo almeno ?#foryou #foryoupage #comic #tiktok,"foryou, foryoupage, comic, tiktok",8/3/2020
334,247,246,51٫8,10,Qualcuno doveva pur dirlo #ban10 #foryou #foryoupage #comic #ironia,"ban10, foryou, foryoupage, comic, ironia",8/3/2020
632,280,1٫242,72٫5,7,Tagga il tuo cane #nopressure #foryou #foryoupage #cani #comic,"nopressure, foryou, foryoupage, cani, comic",8/3/2020
773٫7,391,690,113٫3,11,Tagga un tuo amico straniero #foryou #foryoupage #salvini #ironia #duetto,"foryou, foryoupage, salvini, ironia, duetto",8/2/2020
238,461,401,33٫6,5,Tagga un tuo amico appassionato #greenscreen #anime #foryou #foryoupage,"greenscreen, anime, foryou, foryoupage",8/2/2020
557٫5,169,753,75٫2,7,Tagga una amica #nopressure #crush #ex #foryou #foryoupage #comic,"nopressure, crush, ex, foryou, foryoupage, comic",8/2/2020
428٫5,422,1٫566,70٫1,9,Aaaaaaaa la coerenza #nopressure #foryou #foryoupage #comic #ironia,"nopressure, foryou, foryoupage, comic, ironia",8/1/2020
245٫4,582,443,42٫5,27,Non ve la prendete scherzo hahaha #foryou #foryoupage #comic #ironia #playstation #xbox,"foryou, foryoupage, comic, ironia, playstation, xbox",7/31/2020
182,115,827,27٫5,9,Tagga un tuo amico #nopressure #foryou #foryoupage #comic #ironia #calcio,"nopressure, foryou, foryoupage, comic, ironia, calcio",7/31/2020
672٫6,2٫496,3٫464,98٫4,15,Tagga un player #foryou #foryoupage #comic #ironia #playstation #xbox,"foryou, foryoupage, comic, ironia, playstation, xbox",7/31/2020
386٫1,82,25,52٫2,9,@official_zakinho io lo seguirei per l’impegno  #foryou #foryoupage #comic,"foryou, foryoupage, comic",7/30/2020
215٫8,307,206,32,9,La persona dopo la @ deve venire in Messico con te#foryou #foryoupage #comic #messico,"foryou, foryoupage, comic, messico",7/30/2020
682٫3,2٫923,1٫863,115٫8,10,Tagga una persona che non potresti fare a meno di lui #greenscreen #foryou #foryoupage #comic,"greenscreen, foryou, foryoupage, comic",7/30/2020
150٫9,74,42,20٫3,9,#greenscreen #foryou #comic #foryoupage,"greenscreen, foryou, comic, foryoupage",7/29/2020
"1,500,000",1٫515,4٫587,309,11,tagga un tuo amico straniero #foryou #comic #amici,"foryou, comic, amici",7/29/2020
"1,800,000",1٫486,14٫4,194٫2,7,Tagga un tuo amico #foryoupage #foryou #comic #amici,"foryoupage, foryou, comic, amici",7/29/2020
184٫8,482,118,15٫8,48,"Grazie mille,anzi grazie 300 mila , continuerò a farvi ridere questa è la mia missione #foryoupage #foryou #comic","foryoupage, foryou, comic",7/29/2020
185٫5,356,322,27٫6,15,RIP SOLDATO NEI COMMENTI #foryoupage #foryou #CRUSH #ironia#comic,"foryoupage, foryou, crush, ironia, comic",7/28/2020
623٫9,904,2٫483,95٫1,11,Tagga un tuo amico che gioca a fortnite#nopressure #foryoupage #foryou #fortnite,"nopressure, foryoupage, foryou, fortnite",7/28/2020
252٫6,443,198,37٫8,8,Rispondi a @cabronjamess dal profondo del cuore bro #foryoupage #foryou #anime,"foryoupage, foryou, anime",7/27/2020
"1,900,000",2٫028,9٫25,263٫3,16,La persona dopo la @ ti deve portare al ristorante #nopressure #foryoupage #foryou #duetto #comic #ramadan,"nopressure, foryoupage, foryou, duetto, comic, ramadan",7/27/2020
133٫4,78,76,15٫3,14,"Tutti abbiamo quel tipo di amico ,taggalo nei commenti #foryoupage #foryou #duetto #comic #amici","foryoupage, foryou, duetto, comic, amici",7/27/2020
190٫8,350,417,27٫5,15,Mi viene da piangere ogni volta #duetto con @x2kab_ #foryoupage #foryou #dragonball #onepiece #naruto,"duetto, foryoupage, foryou, dragonball, onepiece, naruto",7/26/2020
"1,200,000",377,2٫587,187٫4,15,Tagga un amico che sai tu #nopressure #foryoupage #foryou #comic,"nopressure, foryoupage, foryou, comic",7/26/2020
149٫2,156,751,19٫4,9,La persona dopo la @ ti deve ofrire un taglio di capelli #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/26/2020
174٫7,124,723,28٫4,8,Tagga la tua crush #foryoupage #foryou #comic #ironia #crush,"foryoupage, foryou, comic, ironia, crush",7/25/2020
225٫2,172,139,40٫2,11,Tagga il tuo rapper preferito #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/25/2020
174٫5,134,464,27٫1,6,La persona dopo la @ vi nasconde qualcosa #nopressure #foryoupage #foryou #comic,"nopressure, foryoupage, foryou, comic",7/24/2020
331٫2,548,1٫144,51٫6,9,Se la persona dopo la @ non ti rispondo entro 5 minuti ti deve un kebab #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/24/2020
310٫6,840,219,48٫4,15,Grazie per i 10 milioni di like vi voglio bene #greenscreen #foryoupage #foryou #comic,"greenscreen, foryoupage, foryou, comic",7/24/2020
424,170,1٫242,53٫7,11,Ditemi che l’avete fatto almeno una volta￼#greenscreen #foryoupage #foryou #comic @claudioferra8,"greenscreen, foryoupage, foryou, comic",7/23/2020
333٫7,81,375,50٫4,9,Sempre la stessa storia #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/23/2020
235٫8,93,118,27٫6,7,La persona dopo la @ ti nascondere qualcosa #foryou #foryoupage #comic #ironia,"foryou, foryoupage, comic, ironia",7/23/2020
228٫1,316,826,42٫5,9,La persona dopo la @ ti deve un menu al mc #foryou #foryoupage #comic #ironia,"foryou, foryoupage, comic, ironia",7/22/2020
300٫1,85,46,41٫3,10,#duetto con @abighead #foryou #foryoupage #comic #ritratto,"duetto, foryou, foryoupage, comic, ritratto",7/22/2020
199٫5,320,1٫227,30٫6,7,La persona dopo la @ ti deve un kebab 🥙 #foryou #foryoupage #comic #ironia riposto perché ho sbagliato prima hahah,"foryou, foryoupage, comic, ironia",7/22/2020
406,112,317,31٫8,6,#duetto con @nikkojenkinss #foryou #comic #foryoupage,"duetto, foryou, comic, foryoupage",7/21/2020
943٫3,882,5٫97,124٫7,7,Taggate un vostro amico single#nopressure #foryou #comic #foryoupage #single,"nopressure, foryou, comic, foryoupage, single",7/21/2020
158٫7,66,84,23٫6,55,Questo è il dietro le quinte dello speciale 200k grazie @kalvin_yt Rispondi a @lukesantaa,,7/20/2020
"1,700,000",764,1٫522,187٫6,10,Chi è il vostro rapper preferito #nopressure #foryoupage #foryou #comic #rapper,"nopressure, foryoupage, foryou, comic, rapper",7/20/2020
142٫6,442,342,20٫5,10,La persona dopo la @ è tuo padre #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/20/2020
167,139,107,26٫5,8,La persona dola la @ è tua madre #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/20/2020
694,310,1٫425,90٫6,10,Tagga il tuo amico da rissa #foryoupage #foryou #comic #ironia,"foryoupage, foryou, comic, ironia",7/19/2020
227٫4,249,390,31٫9,6,La persona dopo la @ ti deve portare in America #foryoupage #foryou #comic #ironia #america,"foryoupage, foryou, comic, ironia, america",7/19/2020
722٫3,172,174,86٫9,15,Mi andava di fare questo duetto #duetto con @florin_vitan_official,duetto,7/18/2020
576٫5,477,965,98٫1,10,Taggate il vostro tiktoker preferito?#foryoupage #foryou #comic #ironia #kobebryant,"foryoupage, foryou, comic, ironia, kobebryant",7/18/2020
594٫5,313,749,99٫7,13,#clonesquad #foryoupage #foryou #comic #charlidamelio @charlidamelio,"clonesquad, foryoupage, foryou, comic, charlidamelio",7/18/2020
180٫7,184,427,31٫3,15,Tagga il tuo compagno di classe #nopressure #foryoupage #foryou #comic #america #ironia,"nopressure, foryoupage, foryou, comic, america, ironia",7/17/2020
237٫2,351,1٫522,38,11,La persona dopo la @ e cornuto #foryoupage #foryou #comic,"foryoupage, foryou, comic",7/17/2020
432٫3,441,1٫215,58٫6,10,La persona dopo la @ ti deve un menu al MC #nopressure #foryoupage #foryou #comic,"nopressure, foryoupage, foryou, comic",7/16/2020
695٫3,1٫251,1٫865,114٫8,12,La persona dopo la @ ti deve un kinder bueno #nopressure #foryoupage #comic #foryou,"nopressure, foryoupage, comic, foryou",7/16/2020
407٫6,530,857,65٫1,10,La persona dopo la @ ti vuole cecchinare #nopressure#foryoupage #comic #foryou,"nopressure, foryoupage, comic, foryou",7/15/2020
643٫1,1٫413,2٫326,110٫4,11,La persona dopo la @ è tuo padre #nopressure #foryoupage #comic #foryou,"nopressure, foryoupage, comic, foryou",7/15/2020
436٫3,545,399,61٫5,10,La persona dopo la @ ti deve un gelato #greenscreen #foryoupage #comic #foryou,"greenscreen, foryoupage, comic, foryou",7/14/2020
207٫6,73,53,28٫6,8,,,7/14/2020
211٫3,90,929,36,39,,,7/13/2020
285٫2,2٫494,825,47٫6,6,,,7/13/2020
409٫5,101,151,60٫9,14,,,7/12/2020
558٫8,289,509,72٫8,7,,,7/12/2020
685٫2,1٫72,1٫796,111٫4,15,,,7/11/2020
135٫2,80,122,18٫5,11,,,7/11/2020
187٫4,91,127,26٫5,10,,,7/11/2020
192٫5,140,149,21٫5,8,,,7/11/2020
609,162,1٫231,71٫6,8,,,7/10/2020
179٫8,210,557,19٫5,6,,,7/10/2020
177٫2,91,89,28٫5,9,,,7/10/2020
251٫4,106,554,35٫8,8,,,7/9/2020
215٫9,152,372,29٫7,7,,,7/9/2020
464٫5,309,1٫197,69٫5,6,,,7/8/2020
145٫3,117,745,23٫3,7,,,7/8/2020
272٫4,55,748,39٫7,7,,,7/7/2020
198٫2,53,131,24٫3,6,,,7/7/2020
364٫4,320,1٫522,61٫7,15,,,7/7/2020
382٫8,85,265,58٫7,14,,,7/6/2020
344٫1,104,578,41٫3,6,,,7/6/2020
223٫6,116,248,35٫5,15,,,7/6/2020
173٫5,96,100,21٫2,4,,,7/5/2020
764٫7,712,3٫171,125٫6,11,,,7/5/2020
686٫1,746,757,67٫4,11,,,7/5/2020
"2,000,000",1٫652,11٫8,259٫3,7,,,7/4/2020
296٫7,424,796,54٫4,14,,,7/4/2020
155٫6,85,33,20٫3,6,,,7/4/2020
"1,200,000",1٫772,8٫93,165٫7,7,,,7/3/2020
757٫8,1٫473,4٫979,134٫6,10,,,7/3/2020
178٫3,170,251,27٫9,9,,,7/3/2020
159٫7,112,919,28٫7,15,,,7/2/2020
190٫2,240,123,28٫8,9,,,7/2/2020
"2,300,000",1٫235,13٫9,306,15,,,7/1/2020
358٫8,160,904,54٫9,9,,,7/1/2020
"1,200,000",820,3٫679,185,15,,,6/30/2020
548٫4,558,1٫859,93٫7,9,,,6/30/2020
844٫9,665,2٫886,144,12,,,6/30/2020
855٫3,1٫179,4٫575,112٫4,10,,,6/29/2020
544٫3,306,1٫018,78٫8,6,,,6/29/2020
748٫7,693,1٫764,102٫7,14,,,6/29/2020
290٫7,233,945,38٫2,6,,,6/28/2020
160٫8,341,127,18٫7,7,,,6/28/2020
184,123,129,30٫9,10,,,6/28/2020
356٫5,185,387,42٫5,7,,,6/27/2020
137٫4,79,46,18٫6,30,,,6/27/2020
314٫5,158,159,33,6,,,6/27/2020
134٫9,52,417,18٫5,7,,,6/27/2020
203٫7,414,1٫081,28٫2,7,,,6/26/2020
219٫5,127,588,36٫2,8,,,6/26/2020
304,613,975,50٫7,10,,,6/25/2020
428,1٫513,2٫491,67٫7,16,,,6/25/2020
889,288,1٫354,120٫2,15,,,6/24/2020
367٫4,145,751,63٫8,9,,,6/24/2020
380٫8,228,479,56٫3,12,,,6/23/2020
330,147,609,66٫4,9,,,6/23/2020
513٫4,345,786,86٫1,15,,,6/22/2020
383٫6,179,515,51٫7,6,,,6/22/2020
621٫1,1٫14,1٫308,72٫4,7,,,6/21/2020
211٫5,112,285,37٫7,14,,,6/20/2020
209٫2,44,543,36٫5,12,"Io non ho viste niente , GIURO !#comeeravamo #nellafolla #nopressure #amico #foryoupage #foryou","comeeravamo, nellafolla, nopressure, amico, foryoupage, foryou",6/20/2020
360٫8,100,563,44٫5,7,Un giorno sarò coraggioso per digli che non mi piace il taglio ##foryoupage #foryou #parrucchiere,"foryoupage, foryou, parrucchiere",6/19/2020
133٫2,42,123,21٫4,10,#foryoupage #foryou #viral  canzone di @1000_velaska,"foryoupage, foryou, viral",6/19/2020
141٫3,128,867,22,9,#foryoupage #foryou #viral #duetto,"foryoupage, foryou, viral, duetto",6/18/2020
372٫6,114,621,46٫9,10,#foryoupage #foryou,"foryoupage, foryou",6/18/2020
122٫8,72,154,15٫5,11,Ditemi che non capita solo a me #foryoupage #foryou #viral,"foryoupage, foryou, viral",6/17/2020
125٫5,107,45,18,28,Il mio baby 😍#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/17/2020
129٫1,52,154,16٫8,6,"oggi alle 20 ci saranno i vincitori del contest siete ancora in tempo , seguitemi su Instagram ,estrarrò 5 da seguire #foryoupage #foryou #viral","foryoupage, foryou, viral",6/17/2020
921,873,2٫93,138,15,#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/16/2020
177٫6,197,227,34,10,La persona dopo la @ ti deve un menu al MC#foryoupage #foryou #esami #scuola,"foryoupage, foryou, esami, scuola",6/16/2020
210٫1,64,73,26٫3,11,#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/15/2020
109٫9,261,138,11٫1,21,Trovate il mio profilo Instagram nella descrizione del mio profilo l’estrazione sarà mercoledì alle 20:00 in live su tiktok #foryoupage #foryou,"foryoupage, foryou",6/15/2020
168,64,131,18,14,Che bello ora posso flirtare #duetto con @cristina_bonsignore,duetto,6/15/2020
195٫9,127,964,30٫4,8,#greenscreen #foryoupage #foryou,"greenscreen, foryoupage, foryou",6/15/2020
121٫4,106,49,15٫8,31,Vi volevo raccontare la mia giornata di oggi con questo mini vlog@official_zakinho #foryoupage #foryou #amici #vacanza,"foryoupage, foryou, amici, vacanza",6/14/2020
378٫5,485,1٫081,78٫2,9,Tagga l’amico che ti lascia sempre indietro #foryou #foryoupage #scarpe,"foryou, foryoupage, scarpe",6/14/2020
362٫4,129,441,57٫1,23,#foryoupage #foryou #trend #viral,"foryoupage, foryou, trend, viral",6/14/2020
468٫9,281,1٫855,69٫2,15,Taggate il vostro compagno di giochi #nopressure #ps5 #foryoupage #foryou,"nopressure, ps5, foryoupage, foryou",6/13/2020
360٫7,204,276,57٫4,14,NON FATELO FLOPPARE CI HO MESSO UN PO GRAZIE #greenscreen#foryoupage #foryou,"greenscreen, foryoupage, foryou",6/13/2020
147٫7,91,381,22٫9,11,Taggate un vostro compagno #foryoupage #foryou #school,"foryoupage, foryou, school",6/12/2020
474٫4,152,1٫308,76٫5,12,Taggate il vostro amico da rissa #nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",6/12/2020
203٫1,542,1٫6,25٫2,5,#duetto con @samuellopez_ #foryoupage #foryou,"duetto, foryoupage, foryou",6/12/2020
271٫6,80,361,41٫3,9,#clonesquad #nopressure #foryoupage #foryou,"clonesquad, nopressure, foryoupage, foryou",6/11/2020
272٫3,122,250,43٫9,15,#foryoupage #duetto #foryou,"foryoupage, duetto, foryou",6/11/2020
146٫9,121,1٫309,24٫8,15,Taggate il vostro amico secchione #clonesquad #foryoupage #viral,"clonesquad, foryoupage, viral",6/11/2020
267٫5,116,447,31٫2,15,#duetto con @helloitsleti,duetto,6/10/2020
445٫2,229,3٫482,73,15,#nopressure #foryoupage #foryou #viral,"nopressure, foryoupage, foryou, viral",6/10/2020
417٫7,74,332,58٫5,12,#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/10/2020
704,266,2٫724,100٫2,11,Avete mai bloccato la ciabatta di vostra madre?#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/9/2020
532٫4,100,1٫093,73,13,#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/9/2020
665٫7,373,1٫461,97٫4,14,#ciseicifai #nopressure #foryoupage #foryou @ghaliofficial,"ciseicifai, nopressure, foryoupage, foryou",6/8/2020
106٫9,60,31,13٫3,6,Questa è per te george spero che adesso sei in un posto migliore ( la canzone è di mio fratello @youngdudu0 )#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/8/2020
125٫2,49,154,15٫3,7,#foryoupage #foryou #viral,"foryoupage, foryou, viral",6/7/2020
583٫8,317,2٫983,80٫6,11,Taggate là vostro crush#nopressure #foryoupage #foryou #viral,"nopressure, foryoupage, foryou, viral",6/7/2020
353٫3,223,1٫402,58,53,Ci ho messo una vita non fatelo floppare #fumagalli #foryoupage #foryou #viral,"fumagalli, foryoupage, foryou, viral",6/6/2020
199,53,370,30٫5,12,#foryoupage #foryou #crush,"foryoupage, foryou, crush",6/6/2020
347٫1,530,1٫506,43٫1,6,#duetto con @williamstwins #foryoupage #foryou,"duetto, foryoupage, foryou",6/5/2020
252٫2,72,349,29٫1,6,Ditemi che non capita solo a me #mamma #foryoupage #foryou,"mamma, foryoupage, foryou",6/5/2020
166,593,151,28٫4,10,Commentate con no al razzismo #greenscreen #george #noalrazzismo #foryoupage #foryou,"greenscreen, george, noalrazzismo, foryoupage, foryou",6/5/2020
454٫5,108,309,65٫1,12,#foryoupage #foryou #prigione #foto,"foryoupage, foryou, prigione, foto",6/5/2020
206٫8,62,561,35٫5,14,#foryoupage #foryou #macchina #frash,"foryoupage, foryou, macchina, frash",6/4/2020
112٫5,91,56,15٫3,11,#greenscreen #foryoupage #foryou 😕,"greenscreen, foryoupage, foryou",6/4/2020
111٫8,72,100,12٫9,5,La persona dopo @ ti deve un gelato #foryoupage #foryou #cantina,"foryoupage, foryou, cantina",6/4/2020
139٫1,138,409,18٫3,6,Incredibile ci hanno azzeccato di nuovo #greenscreen #simpsons #foryoupage #georgefloyd,"greenscreen, simpsons, foryoupage, georgefloyd",6/3/2020
172٫4,157,391,22٫4,7,#foryoupage #salvini #foryou,"foryoupage, salvini, foryou",6/3/2020
822٫8,2٫717,1٫778,101٫9,12,Commentate con ( no al razzismo) se vi va #greenscreen #foryoupage #foryou #america #georgefloyd,"greenscreen, foryoupage, foryou, america, georgefloyd",6/3/2020
128٫3,50,108,16٫1,5,Vi è mai capitato ?#mamma #foryoupage #foryou,"mamma, foryoupage, foryou",6/2/2020
296٫1,177,469,52٫4,14,#distorto #mamma #foryoupage #foryou,"distorto, mamma, foryoupage, foryou",6/2/2020
177٫5,132,1٫095,26٫7,8,#foryoupage #foryou #cantina,"foryoupage, foryou, cantina",6/2/2020
222٫8,86,343,32٫6,7,#nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",6/1/2020
219٫9,98,648,36٫5,14,Sad story #foryoupage #foryou #duetto,"foryoupage, foryou, duetto",6/1/2020
134٫3,136,90,17٫7,13,"Grazie di tutto fratelli , finalmente 100k❤️❤️#foryou #foryoupage #100kfollowers","foryou, foryoupage, 100kfollowers",6/1/2020
350٫8,84,1٫182,54٫8,30,#foryoupage #foryou #fumagalli da guardare fino alla fine hahaha,"foryoupage, foryou, fumagalli",5/31/2020
550٫1,411,875,83٫6,15,Chi siete tra questi ?#migliaiadime #foryou #school #foryoupage,"migliaiadime, foryou, school, foryoupage",5/31/2020
145٫6,64,244,20٫2,13,#checcozalone #foryoupage #foryou,"checcozalone, foryoupage, foryou",5/30/2020
290٫1,155,442,49٫4,14,taggate il vostro compagno di banco #foryoupage #foryou #school #prof,"foryoupage, foryou, school, prof",5/30/2020
249٫3,277,437,39٫4,9,La persona dopo la @ vi deve un meno al mc #foryoupage #foryour,"foryoupage, foryour",5/29/2020
149٫9,295,1٫041,23٫9,10,La persona che esce dopo la @ vi deve un kebab #nopressure #foryoupage #foryour,"nopressure, foryoupage, foryour",5/29/2020
487٫7,141,544,50٫4,9,Neanche dio ci crede #greenscreen #foryoupage #foryou,"greenscreen, foryoupage, foryou",5/28/2020
"1,100,000",566,8٫871,141٫6,13,#nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",5/28/2020
141٫4,57,227,19٫7,7,#nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",5/27/2020
588٫6,401,1٫811,87٫1,8,#horror #foryoupage #foryou,"horror, foryoupage, foryou",5/27/2020
156٫6,92,235,25٫6,15,Di cosa avete paura voi ?#nopressure #migliaiadime #foryoupage #foryou #ragni,"nopressure, migliaiadime, foryoupage, foryou, ragni",5/26/2020
320٫7,440,601,45٫7,15,#foryoupage #foryou #napoli,"foryoupage, foryou, napoli",5/26/2020
500,255,5٫912,68,12,Chi è la vostra prof preferita #prof #foryoupage #foryou,"prof, foryoupage, foryou",5/25/2020
201٫7,93,440,26,7,#foryoupage #foryou,"foryoupage, foryou",5/25/2020
217٫1,109,152,26٫1,11,#foryoupage #foryou,"foryoupage, foryou",5/25/2020
"1,500,000",744,4٫59,162٫2,15,Tu quale sei #foryoupage #foryou #quarentena #school,"foryoupage, foryou, quarentena, school",5/24/2020
471٫1,143,2٫446,64٫1,21,#foryoupage #foryou #amadeopreziosi @ameprecious,"foryoupage, foryou, amadeopreziosi",5/23/2020
637٫2,442,1٫468,74٫4,10,Vediamo un po’ chi è il più tosto tra i commenti #foryoupage #foryou,"foryoupage, foryou",5/23/2020
715٫9,344,2٫495,81٫7,9,#foryoupage #foryou #fortnite,"foryoupage, foryou, fortnite",5/22/2020
600٫2,369,3٫48,79٫9,37,NON FATELO FLOPPARE CI HO MESSO UNA VITA #foryoupage #foryou @ameprecious,"foryoupage, foryou",5/21/2020
777٫7,331,5٫876,97٫5,13,#clonesquad #foryoupage #foryou,"clonesquad, foryoupage, foryou",5/21/2020
387٫5,114,477,69,13,#foryoupage #foryou,"foryoupage, foryou",5/20/2020
192٫6,98,184,24٫2,7,E sempre una tristezza finire una serie #foryoupage #foryou #netflix,"foryoupage, foryou, netflix",5/20/2020
499٫2,123,398,46٫3,7,Faccio finta di non aver visto #mamma #foryoupage #foryou,"mamma, foryoupage, foryou",5/20/2020
540٫2,415,1٫468,76٫9,12,Voi chi andare a prendere ?#nottedelgiudizio#foryoupage #foryou,"nottedelgiudizio, foryoupage, foryou",5/19/2020
"2,300,000",2٫233,6٫558,213٫5,9,#foryoupage #foryou #comedy,"foryoupage, foryou, comedy",5/19/2020
220٫1,87,111,27٫4,8,@official_zakinho seguitelo il mio amico#foryoupage #foryou,"foryoupage, foryou",5/18/2020
129٫9,51,177,16,8,Chi si è tagliato i capelli oggi ?#nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",5/18/2020
188٫1,125,92,22٫3,7,Rispondi a @felixino07 #foryoupage #foryou,"foryoupage, foryou",5/18/2020
173,90,680,23٫7,7,La situazione si è ribaltata #ciseicifai #foryoupage #foryou #corna,"ciseicifai, foryoupage, foryou, corna",5/18/2020
"1,500,000",486,8٫347,177٫9,10,Rip per il portiere #nopressure #foryoupage #foryou #football,"nopressure, foryoupage, foryou, football",5/17/2020
120,99,52,13,7,Rispondi a @sjdjrndjxjcj #foryoupage #foryou,"foryoupage, foryou",5/17/2020
537٫7,113,1٫04,60٫2,13,Come era vostro Padre ad inizio quarantena?#foryoupage #foryou #comedy #quarantine,"foryoupage, foryou, comedy, quarantine",5/17/2020
131,43,195,17٫3,12,Addio famiglia #foryoupage #foryou #comedy,"foryoupage, foryou, comedy",5/16/2020
116٫2,73,143,12٫9,12,#foryoupage #foryou #baseball #duetto,"foryoupage, foryou, baseball, duetto",5/16/2020
"2,000,000",1٫401,16٫3,184٫6,11,Guardatelo fino alla fine ✅#duetto con @matteosalviniufficiale,duetto,5/16/2020
140٫6,75,365,19٫2,11,#nopressure #foryoupage #foryou #trevisscott,"nopressure, foryoupage, foryou, trevisscott",5/15/2020
118٫8,48,167,13٫7,7,Raccontami le vostre esperienze a casa di amici #foryoupage #foryou #,"foryoupage, foryou",5/14/2020
106٫4,240,86,11٫2,9,"raga finalmente siamo arrivati a 50k, grazie per sostenermi tutti i giorni,continueremo con i video più forti che mai!!!#50kfollowers #foryoupage","50kfollowers, foryoupage",5/14/2020
135,65,522,16٫3,7,Vi davono il bis ?#foryoupage#foryou #school,"foryoupage, foryou, school",5/14/2020
250٫4,53,194,23٫2,8,Sempre così #ciseicifai #foryoupage #foryou,"ciseicifai, foryoupage, foryou",5/13/2020
119٫2,86,429,14٫7,14,Che spavento 😱😱😱 #foryoupage #foryou #blackhumor#ironic,"foryoupage, foryou, blackhumor, ironic",5/13/2020
115,51,126,13٫7,8,Da guadare fino alla fine #foryoupage #foryou,"foryoupage, foryou",5/12/2020
